"age","year","M2"
"2","2036",0.00638863419665515
"3","2036",0.000653167090225879
"4","2036",0.000556502811893523
"5","2036",0.000901475014826425
"1","2037",0.405663692587631
"2","2037",0.00638045391805552
"3","2037",0.00066012545811906
"4","2037",0.000560847239847594
"5","2037",0.000912888912146974
"1","2038",0.405577699289821
"2","2038",0.00634419387904109
"3","2038",0.000660770763863811
"4","2038",0.000564928137085789
"5","2038",0.000911176908495685
"1","2039",0.405559813461356
"2","2039",0.00633278888979345
"3","2039",0.00066078648316118
"4","2039",0.00056473158176004
"5","2039",0.000911356624924773
"1","2040",0.405550694050935
"2","2040",0.00632934573413597
"3","2040",0.000658876638493802
"4","2040",0.000564778465123864
"5","2040",0.00090729436287696
"1","2041",0.405555494906828
"2","2041",0.00632629692314099
"3","2041",0.000657151145462674
"4","2041",0.000563469162295714
"5","2041",0.000904641167610954
"1","2042",0.405555947979263
"2","2042",0.00632570229849455
"3","2042",0.00065624617818756
"4","2042",0.000562499989712365
"5","2042",0.000903462174312294
"1","2043",0.4055605212563
"2","2043",0.00632506111054418
"3","2043",0.000655443662494652
"4","2043",0.000562036475727594
"5","2043",0.000902118551027446
"1","2044",0.405562763847617
"2","2044",0.00632559805733063
"3","2044",0.000654986748777909
"4","2044",0.000561561995239762
"5","2044",0.000901512229304786
"1","2045",0.405564386058412
"2","2045",0.00632599614939722
"3","2045",0.000654700774236336
"4","2045",0.000561325446773048
"5","2045",0.00090108738634298
"1","2046",0.405564862658421
"2","2046",0.00632629054822597
"3","2046",0.000654604197638101
"4","2046",0.000561167814598475
"5","2046",0.000901002428243117
"1","2047",0.4055651619768
"2","2047",0.00632628850628036
"3","2047",0.00065457116826778
"4","2047",0.000561126940395879
"5","2047",0.000900963532468629
"1","2048",0.405565385057498
"2","2048",0.00632638038993341
"3","2048",0.000654568621558957
"4","2048",0.000561110864527984
"5","2048",0.000900970257815994
"1","2049",0.405565438876677
"2","2049",0.00632643692301516
"3","2049",0.000654568687165999
"4","2049",0.000561111670630984
"5","2049",0.000900969793904009
"1","2050",0.405565471072961
"2","2050",0.00632643874792578
"3","2050",0.000654575522104263
"4","2050",0.000561111587094804
"5","2050",0.000900984265197013
"1","2051",0.405565477324918
"2","2051",0.00632643941894365
"3","2051",0.000654583733515035
"4","2051",0.000561116261037493
"5","2051",0.000900998056500019
"1","2052",0.405565484063024
"2","2052",0.00632643718502696
"3","2052",0.000654587388903073
"4","2052",0.000561121119557418
"5","2052",0.000901002104942418
"1","2053",0.4055654854693
"2","2053",0.00632643703307837
"3","2053",0.000654589171600348
"4","2053",0.000561122841096381
"5","2053",0.000901004567067915
"1","2054",0.405565486488411
"2","2054",0.00632643629704152
"3","2054",0.00065458991993706
"4","2054",0.000561123783745132
"5","2054",0.000901005434974526
"1","2055",0.405565486884123
"2","2055",0.0063264359986688
"3","2055",0.000654590278428932
"4","2055",0.00056112414446773
"5","2055",0.000901005919099977
"1","2056",0.405565487215376
"2","2056",0.00632643584876602
"3","2056",0.000654590396079771
"4","2056",0.000561124331713886
"5","2056",0.000901006026127614
"1","2057",0.405565487414118
"2","2057",0.00632643581896517
"3","2057",0.000654590427099335
"4","2057",0.000561124382221873
"5","2057",0.00090100605347527
"1","2058",0.405565487547673
"2","2058",0.00632643581694401
"3","2058",0.000654590431128487
"4","2058",0.000561124395358383
"5","2058",0.000901006052067353
"1","2059",0.405565487629034
"2","2059",0.00632643582527413
"3","2059",0.000654590430509495
"4","2059",0.000561124396019516
"5","2059",0.000901006050257495
"1","2060",0.405565487677966
"2","2060",0.00632643583169311
"3","2060",0.000654590429704863
"4","2060",0.000561124395491983
"5","2060",0.000901006048954222
"1","2061",0.405565487707596
"2","2061",0.00632643583642838
"3","2061",0.000654590429573524
"4","2061",0.000561124395026502
"5","2061",0.000901006049025439
"1","2062",0.405565487724469
"2","2062",0.00632643583966622
"3","2062",0.000654590429819446
"4","2062",0.000561124395010511
"5","2062",0.000901006049554724
"1","2063",0.405565487733964
"2","2063",0.00632643584136714
"3","2063",0.000654590430193977
"4","2063",0.000561124395180604
"5","2063",0.000901006050215608
"1","2064",0.405565487739137
"2","2064",0.00632643584223231
"3","2064",0.000654590430570261
"4","2064",0.000561124395408928
"5","2064",0.00090100605083664
"1","2065",0.405565487741945
"2","2065",0.00632643584264348
"3","2065",0.000654590430850489
"4","2065",0.000561124395629248
"5","2065",0.000901006051261363
"1","2066",0.405565487743437
"2","2066",0.00632643584284366
"3","2066",0.000654590431034108
"4","2066",0.00056112439578535
"5","2066",0.00090100605153085
"1","2067",0.405565487744221
"2","2067",0.00632643584293726
"3","2067",0.000654590431145509
"4","2067",0.000561124395885776
"5","2067",0.000901006051690051
"1","2068",0.405565487744629
"2","2068",0.00632643584298113
"3","2068",0.000654590431210278
"4","2068",0.000561124395945797
"5","2068",0.000901006051781383
"1","2069",0.40556548774484
"2","2069",0.00632643584300142
"3","2069",0.000654590431246575
"4","2069",0.000561124395980434
"5","2069",0.000901006051831816
"1","2070",0.405565487744948
"2","2070",0.00632643584301088
"3","2070",0.00065459043126639
"4","2070",0.000561124395999687
"5","2070",0.000901006051859088
"1","2071",0.405565487745003
"2","2071",0.00632643584301529
"3","2071",0.000654590431276988
"4","2071",0.000561124396010142
"5","2071",0.000901006051873558
"1","2072",0.405565487745031
"2","2072",0.00632643584301736
"3","2072",0.000654590431282574
"4","2072",0.00056112439601571
"5","2072",0.00090100605188114
"1","2073",0.405565487745045
"2","2073",0.00632643584301835
"3","2073",0.000654590431285483
"4","2073",0.000561124396018635
"5","2073",0.000901006051885069
"1","2074",0.405565487745052
"2","2074",0.00632643584301881
"3","2074",0.000654590431286984
"4","2074",0.000561124396020154
"5","2074",0.00090100605188709
"1","2075",0.405565487745056
"2","2075",0.00632643584301904
"3","2075",0.000654590431287754
"4","2075",0.000561124396020937
"5","2075",0.000901006051888123
"1","2076",0.405565487745058
"2","2076",0.00632643584301914
"3","2076",0.000654590431288146
"4","2076",0.000561124396021337
"5","2076",0.000901006051888649
"1","2077",0.405565487745059
"2","2077",0.0063264358430192
"3","2077",0.000654590431288345
"4","2077",0.000561124396021541
"5","2077",0.000901006051888915
"1","2078",0.405565487745059
"2","2078",0.00632643584301922
"3","2078",0.000654590431288446
"4","2078",0.000561124396021645
"5","2078",0.00090100605188905
"1","2079",0.405565487745059
"2","2079",0.00632643584301923
"3","2079",0.000654590431288497
"4","2079",0.000561124396021697
"5","2079",0.000901006051889118
"1","2080",0.40556548774506
"2","2080",0.00632643584301924
"3","2080",0.000654590431288523
"4","2080",0.000561124396021724
"5","2080",0.000901006051889152
"1","2081",0.40556548774506
"2","2081",0.00632643584301924
"3","2081",0.000654590431288536
"4","2081",0.000561124396021737
"5","2081",0.00090100605188917
"1","2082",0.40556548774506
"2","2082",0.00632643584301924
"3","2082",0.000654590431288542
"4","2082",0.000561124396021743
"5","2082",0.000901006051889178
"1","2083",0.40556548774506
"2","2083",0.00632643584301924
"3","2083",0.000654590431288545
"4","2083",0.000561124396021747
"5","2083",0.000901006051889182
"1","2084",0.40556548774506
"2","2084",0.00632643584301924
"3","2084",0.000654590431288547
"4","2084",0.000561124396021748
"5","2084",0.000901006051889184
"1","2085",0.40556548774506
"2","2085",0.00632643584301924
"3","2085",0.000654590431288548
"4","2085",0.000561124396021749
"5","2085",0.000901006051889186
"1","2086",0.40556548774506
"2","2086",0.00632643584301924
"3","2086",0.000654590431288548
"4","2086",0.00056112439602175
"5","2086",0.000901006051889186
"1","2087",0.40556548774506
"2","2087",0.00632643584301924
"3","2087",0.000654590431288548
"4","2087",0.00056112439602175
"5","2087",0.000901006051889186
"1","2088",0.40556548774506
"2","2088",0.00632643584301924
"3","2088",0.000654590431288549
"4","2088",0.00056112439602175
"5","2088",0.000901006051889186
"1","2089",0.40556548774506
"2","2089",0.00632643584301924
"3","2089",0.000654590431288549
"4","2089",0.00056112439602175
"5","2089",0.000901006051889186
"1","2090",0.40556548774506
"2","2090",0.00632643584301924
"3","2090",0.000654590431288549
"4","2090",0.00056112439602175
"5","2090",0.000901006051889186
"1","2091",0.40556548774506
"2","2091",0.00632643584301924
"3","2091",0.000654590431288549
"4","2091",0.00056112439602175
"5","2091",0.000901006051889186
"1","2092",0.40556548774506
"2","2092",0.00632643584301924
"3","2092",0.000654590431288549
"4","2092",0.00056112439602175
"5","2092",0.000901006051889186
"1","2093",0.40556548774506
"2","2093",0.00632643584301924
"3","2093",0.000654590431288549
"4","2093",0.00056112439602175
"5","2093",0.000901006051889186
"1","2094",0.40556548774506
"2","2094",0.00632643584301924
"3","2094",0.000654590431288549
"4","2094",0.00056112439602175
"5","2094",0.000901006051889186
"1","2095",0.40556548774506
"2","2095",0.00632643584301924
"3","2095",0.000654590431288549
"4","2095",0.00056112439602175
"5","2095",0.000901006051889186
"1","2096",0.40556548774506
"2","2096",0.00632643584301924
"3","2096",0.000654590431288549
"4","2096",0.00056112439602175
"5","2096",0.000901006051889186
"1","2097",0.40556548774506
"2","2097",0.00632643584301924
"3","2097",0.000654590431288549
"4","2097",0.00056112439602175
"5","2097",0.000901006051889186
"1","2098",0.40556548774506
"2","2098",0.00632643584301924
"3","2098",0.000654590431288549
"4","2098",0.00056112439602175
"5","2098",0.000901006051889186
"1","2099",0.40556548774506
"2","2099",0.00632643584301924
"3","2099",0.000654590431288549
"4","2099",0.00056112439602175
"5","2099",0.000901006051889186
"1","2100",0.40556548774506
"2","2100",0.00632643584301924
"3","2100",0.000654590431288549
"4","2100",0.00056112439602175
"5","2100",0.000901006051889186
